L,a,b,Undertone,MST_Class
77.5888870021959,11.03173739747103,32.23337281609627,Cool,9
51.786592741990404,6.78822004624519,27.418448013351124,Warm,4
38.419157963542446,13.67703298475946,17.33301664974431,Warm,2
61.75503457634587,6.114817071748835,11.405113704136085,Cool,6
71.3722443689447,12.82184488296441,18.153128359947225,Neutral,8
66.96206843072798,24.191532886420667,20.14297574616458,Warm,7
75.69939928389628,22.608438057472096,34.633178499037996,Neutral,9
41.383022016269244,22.625013633637796,10.325134983672093,Neutral,3
46.373731099899516,17.524406432628307,26.04174556098544,Warm,3
38.094926833547284,5.556821025251725,25.975661487164917,Neutral,2
35.61810178271044,10.888977841391714,26.85036627853312,Warm,2
58.04844543093192,13.427140045541403,20.212593681994104,Warm,6
49.471449925249914,18.447676865834072,12.088672487989008,Cool,4
73.26381909897466,8.135208573032786,14.326776772564223,Cool,8
77.8027110485014,18.83011091627189,27.87955726715238,Neutral,9
49.66971371077497,7.519103927587166,27.4957837335022,Cool,4
79.43304057662819,7.185284206192428,15.84362165312835,Warm,9
72.89014594730051,21.686495914987972,25.09582422218585,Cool,8
38.30056784624658,14.09528685105322,24.509517503092844,Cool,2
37.67907946022892,13.721409604386253,11.556157450571588,Neutral,2
81.27697245380399,16.38994517037152,22.634413058952603,Cool,10
82.37894442673858,12.752976109112941,13.025669239340395,Warm,10
80.20699819019586,23.527652134601734,33.8642212685328,Warm,10
84.42694477641915,6.161839041606996,34.59117687458685,Warm,10
47.48437309498488,10.562872808978216,18.875209419255363,Neutral,4
45.544897817311345,20.84382389603352,21.81610107209692,Cool,3
77.63438560633071,23.613445111247966,9.891854784472116,Cool,9
76.42527700853269,10.149584329849386,34.03753731897164,Cool,9
83.54924774001286,15.317238054246562,18.616270427753904,Warm,10
45.275860148212004,18.757714446016266,16.314108422962157,Warm,3
40.88933518305359,24.720021276457416,15.793024937486905,Warm,2
78.3653303677818,22.35404195838478,33.40027319933045,Cool,9
39.72757230178032,9.353347991610722,20.377648451548826,Cool,2
46.57502099639281,18.785586424516744,26.734310242866652,Neutral,4
65.68579951770654,22.94596991499477,22.159781338159235,Neutral,7
47.13727187802542,10.94574408562653,29.970530280500142,Cool,4
57.55501577049573,6.488568368770313,26.977393989352738,Neutral,6
70.39670353896501,17.7031397772787,17.15218800666618,Neutral,8
39.42309895639566,23.493172191644934,10.420610243363333,Neutral,2
54.0077529065048,20.16526391858045,21.423718628227537,Warm,5
33.819956488349426,8.983137951941341,32.12476922761958,Neutral,1
53.06001733520631,15.680722264093133,10.68639810687723,Neutral,5
44.68421033781993,8.132256297852997,30.828791892695133,Neutral,3
46.65947605432811,18.9484053449368,26.764510925416648,Warm,4
82.16025355506387,11.233058333092977,19.26933942861278,Cool,10
84.4224951885572,11.738438261534911,24.45502302783653,Neutral,10
73.62267058156903,9.932072699560493,26.999894049984377,Warm,8
36.11111822032028,12.711050029833386,16.964018957177338,Neutral,2
48.07709460723011,24.898156452928706,21.140061418466978,Warm,4
78.64733354709799,13.760881518107675,31.409313386586213,Cool,9
33.869124415727335,6.682136122299949,33.093151706444814,Warm,1
63.560692105655754,7.3360821546790405,16.98965666798408,Neutral,7
60.98247785112911,11.274062495143124,15.70055667237118,Cool,6
81.90306103343246,10.75868188186438,21.280650905442243,Neutral,10
67.42076705255718,12.139648589373277,29.64968454822576,Cool,7
73.40891580339493,18.415300508860714,21.986414420530032,Cool,8
36.422762224759715,16.67312223701744,18.365062977076708,Warm,2
62.54453807889872,20.493070623623638,26.063603107885925,Warm,6
80.45749381435526,9.657171137521885,10.88978662369803,Cool,10
46.376366136770685,17.018240113181722,14.122860883630434,Cool,3
42.032954711310595,8.465886401416915,19.811822894640684,Warm,3
69.65463894262594,12.156823172830665,12.63616970228958,Neutral,8
54.48012323826838,13.914596418057384,13.611243719388566,Neutral,5
68.59380809067832,14.229549292494683,20.526177140585077,Warm,8
81.15316404455942,21.96835452861022,8.117708658827672,Neutral,10
58.37268251242187,15.596181141401082,14.88735500537775,Neutral,6
61.458214311514354,18.511735471348775,31.072779616458867,Cool,6
79.8250046031967,22.669295259721213,8.211722950841754,Warm,10
70.16005190509244,10.612711597530316,14.788614109061513,Neutral,8
40.10468126212361,8.124131373732439,27.333349277537902,Cool,2
41.10764281827478,9.353995977144649,31.269783228960407,Neutral,3
70.32770067979303,21.563717386469058,32.72698740115008,Cool,8
61.46263312004337,22.902354814130728,17.436672046344107,Warm,6
60.27850394915104,7.387620226763936,29.540726396208957,Cool,6
50.83943421062965,20.89619097499859,25.761823224281972,Warm,4
69.57628574594153,22.269829009256366,27.72389565871082,Neutral,8
70.09275733961346,17.821722071643187,25.01050437670834,Cool,8
73.5009440418719,24.86327477866957,31.24723817531637,Neutral,8
33.41902743812913,6.423772969204579,24.69287883131799,Warm,1
44.050949831051014,12.018300251041573,34.17570169843496,Warm,3
43.506270857449955,12.485415915122406,21.705480224480286,Warm,3
50.542137821879116,9.93930824934125,16.034409343902016,Neutral,4
46.565038524258156,11.114879148945821,29.532879223005118,Cool,4
62.28630800791654,13.6738866264076,26.921827286046987,Cool,6
68.80337256673683,8.17816335338707,8.93609720161505,Warm,8
34.16779164134569,14.326195122803401,14.277661789611443,Cool,1
81.6659186510169,8.766050498342128,32.50955357855482,Cool,10
52.445493708018546,24.679552959196563,29.54096851918313,Warm,5
39.62601595947837,14.701893199590803,28.500897686798787,Cool,2
60.12018777011566,18.95980942995585,34.683077108866044,Neutral,6
57.92678431520276,10.31200085177412,12.851443939496534,Warm,6
66.74338188151333,11.488764572701324,19.083630176405627,Neutral,7
80.69144440739788,20.506923008062714,17.642271301113574,Warm,10
54.301091338927705,18.84553129035705,13.41416762090909,Warm,5
31.253315062660345,17.19394850305232,33.25808186524239,Cool,1
78.52402924403152,21.647820834038157,20.408200392649093,Cool,9
40.3784279653904,17.984206042321272,24.082245996411796,Warm,2
68.05409657086622,14.507181353617371,17.850088600312134,Neutral,7
71.88465238618471,10.844979134787758,30.286877185212976,Cool,8
49.85495328672517,6.387881718083667,28.619691272458653,Cool,4
38.10325900167928,22.648823826951634,31.354864357609962,Neutral,2
30.94361214027036,22.46722235682876,12.814950835561842,Neutral,1
61.14642376601602,20.384462956762672,14.982762541977047,Warm,6
33.87835895460369,17.30857830065853,33.10788760493295,Neutral,1
38.45605652168099,21.490341395998584,31.068786859793367,Neutral,2
63.027637285354295,15.913919376260516,33.587526780735544,Cool,7
48.7432894547879,8.868706859129652,18.456409108470716,Cool,4
44.991910215895096,23.24415142498364,22.60233072723157,Neutral,3
73.40433480369899,13.142129782512553,34.49180159258195,Warm,8
42.946551388133905,12.119453573025233,20.396665418433056,Warm,3
30.97577389477919,12.51165905279888,34.90919460099545,Warm,1
53.2807077127797,8.215197920966164,22.341577256027865,Warm,5
76.49259881585759,21.699475713659247,18.214521393462007,Cool,9
35.260646819881266,10.360943747572755,30.24110047163209,Neutral,1
49.71327735526823,18.52967499041209,33.270305702711106,Cool,4
60.64781271546098,21.392497390952897,17.080731645299004,Cool,6
72.59343369153099,5.286305553341199,29.414857597911965,Warm,8
72.02557205020821,13.3751798096531,13.500369618496997,Neutral,8
45.082927564285676,15.977456030851995,26.101727012516772,Cool,3
45.70448950162582,13.918054127534967,26.265861415985654,Warm,3
44.57673124081441,21.13669478534528,18.18667240382481,Warm,3
38.678458984190314,16.8498695835281,20.410084367624428,Neutral,2
35.60881570519221,21.427767258013887,11.976440215906456,Cool,2
43.3081911386449,14.483476581746505,11.457237651859856,Warm,3
46.093659609371976,14.999179839295769,14.0657497363277,Cool,3
74.74685696311624,12.245869800004098,20.812406190805902,Cool,9
64.96956195824171,23.88189571860729,24.457269763359715,Neutral,7
47.08908108995081,21.131222957228996,26.510262755182225,Warm,4
66.22871749089924,10.04482040346723,16.55256528082322,Warm,7
41.06827477251909,24.361316241015178,31.34579089016978,Cool,3
67.48631189611888,17.493271377085275,12.447071542671988,Warm,7
66.68835026527506,18.26621419008004,26.92963485883529,Cool,7
65.09099311392671,13.577748627004212,9.106412000747042,Neutral,7
72.86376997662508,10.52339115641799,9.051109009793022,Warm,8
45.78887989635887,7.631306132787092,31.511523653129053,Neutral,3
77.1294889827694,10.620089978174272,8.3267841529549,Warm,9
39.34706780621738,21.53735694346724,22.974753262700915,Neutral,2
75.13104151986333,11.847902465917192,26.070243877272542,Cool,9
33.77673443738046,13.25235353822853,16.696137470745814,Warm,1
57.446127055608024,17.41831035534954,19.981255921223422,Warm,5
31.057379184647168,21.742392556613044,24.424626500209836,Cool,1
55.32603594641604,22.28716499679274,18.696662673449893,Warm,5
83.14831038959669,19.077141832686625,31.085815443738248,Warm,10
64.00366187625417,9.598367417232652,34.072635718693135,Neutral,7
40.517093916262105,22.80819034438657,18.983729625696537,Cool,2
52.383665865109045,9.030567560126258,24.083355252361297,Cool,5
32.615496435074874,15.99057764647471,34.52422265653237,Warm,1
32.82810908623877,14.478424402322055,21.21986047535661,Cool,1
69.96019933521616,24.004224117308603,13.164807230805888,Neutral,8
82.16743905818699,15.592890540702669,33.194056971553636,Neutral,10
74.75356206580938,23.91430216882049,28.83957295121297,Cool,9
64.35850750621847,20.385011184831733,12.129466034836506,Neutral,7
42.788139673132505,24.60010926393634,14.803951984389936,Neutral,3
30.487061575376224,22.771985608743048,19.285149716374953,Neutral,1
65.95632644467777,6.557130392175392,19.818354273205617,Cool,7
62.35579408484646,24.041248932780054,19.488652800339757,Cool,6
35.80103019450806,22.754083655165996,18.742101174235025,Warm,2
32.3224291889658,7.806490363870299,28.024319199573142,Cool,1
61.027898995157166,22.73849800418539,29.54368230962914,Warm,6
40.461474258557885,10.377230899580132,29.333547090604924,Neutral,2
59.43126006447692,5.6164923739874055,25.33966019907283,Neutral,6
66.3136143835589,7.425297867182734,26.50954275519083,Neutral,7
76.61911505125103,7.725011301839557,21.387125761510553,Neutral,9
53.952642733753336,13.18668012630086,19.760749499949192,Warm,5
82.87484408318286,11.074700924501988,10.360253812519264,Cool,10
31.154692005974493,6.3742735544792195,21.17152660068834,Cool,1
56.45686809298319,12.128094716993294,21.0911859723348,Neutral,5
63.27148800880241,17.74402953616561,34.2441439000515,Warm,7
36.51031459063138,15.141192934774367,15.523362704105983,Cool,2
40.85171726775002,18.923122902758504,30.294195692138008,Cool,2
84.78787660616406,19.198661468684925,12.432994029521687,Neutral,10
36.8841077489523,18.239378895877373,31.59993787924,Cool,2
81.90472356386331,5.198476422556713,16.007117629560128,Warm,10
39.50294566141342,24.012142938751122,24.355920122635954,Warm,2
58.241654187391475,6.410712751859132,29.73970872873017,Cool,6
74.61705740169164,10.996010551304717,26.931586262937014,Warm,9
59.05244608987137,8.021157835618006,27.938128649785817,Warm,6
84.24243425104602,7.857519226788234,23.582309823034663,Warm,10
84.74961146658458,21.222475398669417,15.831229362985795,Warm,10
75.22077933215981,7.5222028335725,10.676945031495846,Cool,9
39.11317277852157,22.800106836351326,29.948327246512093,Warm,2
79.09022503719164,21.543162968552465,15.356613968893592,Neutral,9
56.99782883920973,10.196071621283195,12.0052664259764,Warm,5
68.61747691471794,21.88714165479232,9.691636493294572,Warm,8
79.20561954315622,23.31886007908105,13.667106742234925,Neutral,9
60.50382295790117,14.065235450517193,29.40299195608029,Neutral,6
50.56995275003434,21.63036666224447,9.230799264614058,Cool,4
62.722664033275784,12.547263535933016,28.756172546787848,Cool,6
80.73977040312586,8.517805668373242,32.096665536704315,Cool,10
56.85049953441968,22.255415549184512,30.95857812025517,Neutral,5
76.30751109233967,7.857005746016772,13.316994020242566,Warm,9
61.919462868976105,9.200946745841392,18.698678364042962,Neutral,6
62.8558448997826,5.487819862201935,17.354670751124015,Neutral,6
47.72153152634696,18.949429233385672,8.99012852720566,Warm,4
52.88535273454029,23.64056211020035,26.005334953744818,Warm,5
33.725754131148115,6.898358736433394,18.742373981470536,Cool,1
42.23192142682251,10.598677938918858,24.796340906152583,Warm,3
63.11799696690233,22.51809849999789,24.6642441321581,Cool,7
68.08942086326937,5.771831238762677,12.256847723516515,Neutral,7
60.72170811120942,9.270227326213439,21.640582886569234,Warm,6
47.08293281269458,16.5698501645866,29.12549692974527,Cool,4
69.96339300894003,22.19290690705213,17.3690630561294,Cool,8
61.07429817327226,23.18404272412974,20.818763163178584,Cool,6
53.060934044068844,24.75444779472063,34.34836190711654,Warm,5
47.112855305696996,13.351615515698567,14.168278015945067,Warm,4
53.80669492596783,6.888377953209619,25.430448898540558,Cool,5
60.433924566297144,16.084530282640333,17.050617279013565,Warm,6
39.66319523984427,24.010071231782696,33.481901249310035,Neutral,2
61.67698539221244,10.82722145675489,24.215746318652673,Cool,6
35.58460647859572,12.921089548709334,28.154207479142077,Neutral,2
63.07875340441637,18.604555584167066,11.098759540468873,Warm,7
84.35222005886317,6.355927916562251,24.44827556761981,Neutral,10
72.142214567093,21.727571548207987,33.0766123725483,Cool,8
69.34028877496682,10.997951859890724,32.64562161101227,Cool,8
43.22535917765262,17.492280962290632,18.253291118821572,Cool,3
68.33941306682954,6.297071889659367,21.84167833491643,Warm,7
30.784186549031393,10.473327698429154,11.17254968573408,Neutral,1
31.51748429419655,8.898855379403196,30.723617413461014,Neutral,1
66.64460798303735,15.933545297946235,14.096317908066986,Cool,7
65.94776486476864,18.67740249818064,10.152306976056694,Cool,7
32.656660191105736,22.805275677818326,18.177499594472504,Warm,1
42.03410545721216,9.186967987681975,30.09573731767085,Neutral,3
63.256403880371764,5.16902992124921,22.3055150019759,Neutral,7
55.73654694354859,20.67943701011179,27.50408470608556,Neutral,5
79.89216452334381,17.531850221864204,11.62542097436144,Warm,10
44.27236065265181,6.767698939690375,29.400059956646636,Cool,3
77.66640732208597,6.140047751038679,21.11891136711956,Cool,9
41.080847260898494,11.490236003506842,23.033192595061074,Cool,3
43.71822995772838,23.15677027767068,13.00229959534974,Cool,3
70.4923824822886,11.955401952088756,25.74433686428168,Neutral,8
57.11007729238476,11.712184884818026,13.81158315352575,Neutral,5
52.953803261341875,15.005570704155208,24.31770163229882,Cool,5
48.06235714972851,5.685958026066233,9.060882519068697,Neutral,4
49.01008765936329,22.023014708519636,11.84902698589412,Cool,4
61.11339005281692,15.364366312718548,29.76461219494018,Neutral,6
59.416054762041824,15.253770220330171,27.633564883690315,Warm,6
36.51604978509915,6.539433387617482,12.936620056458061,Cool,2
66.69895295949327,6.344812681040732,23.81830236425388,Neutral,7
64.93234163768045,8.703911357349359,19.11766962278173,Warm,7
56.75516278829835,19.604434355144985,21.062668576237478,Cool,5
62.263475718631824,6.1426543868665995,18.185803614323774,Neutral,6
68.6920658055449,23.86151675489415,15.75272486828354,Warm,8
66.14879925394764,24.10896382876135,15.472361562685332,Cool,7
49.02095461234315,7.577397349468904,11.021829723738652,Warm,4
44.52805997549838,12.010410685723237,24.847959109282524,Cool,3
50.3734519783255,11.04553400992897,21.8442472944361,Neutral,4
33.431972482374334,23.80460482849915,21.592266313081137,Warm,1
33.94043215502903,18.054562475544483,34.961141777811974,Neutral,1
64.65017506538558,18.38696701525592,11.429906551277256,Neutral,7
45.82142458233047,12.09244315281553,10.204009514825918,Warm,3
63.11071786044018,13.40670778390998,15.967939224975702,Neutral,7
81.76531462150943,21.450695887683935,18.59637102819596,Warm,10
75.7297006819442,15.064384143659241,30.990080131477836,Neutral,9
46.51266030713845,13.527967136032451,24.161200816879518,Cool,4
82.37962603634473,6.397238413693234,16.14953584410817,Neutral,10
50.10690799425823,21.087488282754013,21.317682311701617,Neutral,4
73.91273868943134,8.73180193746335,17.686047784657994,Cool,8
64.15319671845343,16.599675748562625,16.243388270811742,Warm,7
67.38263325877213,21.838671335836175,16.097816010688586,Warm,7
74.5492702655991,20.37845564215282,34.86012093708068,Warm,9
84.43087748412027,10.582609415485393,15.599887166174824,Cool,10
53.53332484550854,14.30673867878972,17.533778001336515,Cool,5
81.58228041423757,16.011412690827285,29.954834121006588,Cool,10
33.5826774060541,5.585988862068367,19.34673924880363,Neutral,1
59.76603271055328,17.652437862678962,21.198857666936846,Warm,6
69.87137182216414,6.6434333495285465,9.402827593965247,Warm,8
62.70173073540606,21.31490761252242,20.335977936906204,Cool,6
72.49277499414623,17.77926043946569,24.922340410642942,Cool,8
41.58367153944986,15.984533294122409,21.87771620731489,Warm,3
71.4504183968135,15.563785235127124,34.982458112749406,Cool,8
33.33541957122255,13.037743997814601,24.07074652142562,Cool,1
59.097063901805654,20.091387224114733,22.454389737664734,Cool,6
31.327387530778793,15.326006966023906,11.618411168167299,Warm,1
67.40064663995005,12.6323299821827,23.59555317720261,Cool,7
63.637540271343944,5.104592270858255,12.691563014665082,Warm,7
38.42391761568291,23.95130252648086,25.112148688176767,Neutral,2
72.33082087877476,15.008022914204025,15.6267555119901,Warm,8
75.59858600128698,21.682891940013516,14.533382518560225,Warm,9
46.69857068761133,17.5501092643674,30.00027807115583,Warm,4
48.412633776281154,10.406971809911687,17.817509128131725,Neutral,4
59.32724318647793,16.4712656005342,19.359887189352655,Cool,6
74.83260320531487,22.00696002239791,14.105383943741142,Warm,9
62.719876826723855,22.22739992726872,12.264780216554396,Warm,6
42.21188528386743,22.288664937367283,29.639035958019747,Cool,3
49.066980164073684,5.406821637643553,21.161631557527297,Neutral,4
58.645966298901506,22.947946366431726,23.71589354035404,Cool,6
30.328699931625135,7.601613396578939,21.534442404894694,Cool,1
69.29769085007278,24.776810826073262,19.61935637404941,Cool,8
41.129930866892586,6.461701820523005,15.352515723889235,Neutral,3
60.51628332916241,8.35133078609013,14.388464133102698,Cool,6
68.84248493933019,17.300259360777332,13.531794402069238,Warm,8
62.73695726338719,11.994064594916992,30.949335029977874,Warm,6
75.93033224156942,15.380645602590974,10.76793102979481,Warm,9
84.91431978641589,7.990986371138891,12.46500148885602,Neutral,10
80.74856609112763,12.546361079263857,29.069868581185805,Warm,10
72.78748083348013,15.330930207785245,15.993768771051572,Neutral,8
68.309341091763,8.984393716741529,8.324081736362428,Cool,7
68.4516111983505,7.275239176090988,19.777789262241225,Neutral,7
63.28521484787255,12.74100023869774,33.20761520154754,Neutral,7
68.63405552867192,8.802575326374114,10.294089827015593,Cool,8
42.111602327460936,7.015560027548533,12.982067522622188,Warm,3
65.70733796208538,14.844323665749338,29.14883249584939,Neutral,7
76.487900856422,15.012485361408356,27.394941735044107,Warm,9
41.820527243625335,16.054077800910804,18.061742507141975,Neutral,3
61.62959580953763,16.929341508270873,28.459967130129264,Cool,6
58.81262823926058,13.355335643346676,30.06703978898733,Warm,6
68.55702882753212,5.26457625810588,21.564039139246578,Cool,8
37.387765407282956,17.55116160168127,22.122766468766223,Warm,2
66.40323056072253,14.75708087852725,28.971185037789894,Warm,7
57.123213419451055,7.619474859883482,24.185450770785348,Cool,5
57.145953484177376,5.3248688641890745,23.062589242821975,Cool,5
32.41831930881007,17.865764368847064,29.58408077054415,Warm,1
69.71873227987486,11.20616964209095,21.054448297883702,Cool,8
53.85442413772212,21.516335011295254,13.557712670992743,Warm,5
39.74449348570822,9.471916770389052,11.356025034109708,Warm,2
34.046136988106504,14.109311440127234,10.749876158844334,Neutral,1
49.51774433907881,5.802777181707331,25.01251442526491,Cool,4
41.04802842502189,17.409475701039412,21.045883309469048,Cool,3
77.64974749116325,22.861804103908298,9.679487106446974,Warm,9
73.82718857851869,22.6031347584297,8.039793196330407,Warm,8
80.02186470953141,10.991313559077478,12.36512877839797,Warm,10
53.6477471327138,19.16344177290563,26.182675699772766,Warm,5
71.55512250285096,5.833458012047686,31.223771720434744,Warm,8
52.43236974309298,12.370526874475223,17.894461441527742,Warm,5
50.66861066354153,24.441069492469765,21.423516579377512,Neutral,4
48.5727417157009,14.902930540279486,11.533588839395446,Warm,4
81.63114271888742,19.140623386457687,21.880178781720375,Neutral,10
44.29222525503759,9.232717971397225,28.93158939954363,Cool,3
37.78836856170308,8.07382085688409,12.062751317161933,Cool,2
32.40548109179615,10.505764269037204,8.277681390263684,Cool,1
54.529001393894106,21.52129369096571,20.890237115969548,Cool,5
82.65719295487459,17.918557860460787,15.594683215931921,Cool,10
51.03655324846784,14.675937931655927,31.969291166135577,Neutral,4
79.838257394233,10.35185353455943,23.94722151785522,Warm,10
34.84804398031133,21.06961860769697,20.080133904233275,Warm,1
84.82186113931954,15.908559004234261,25.611590046098048,Cool,10
44.7985423616899,23.30832402933407,28.09993853161395,Neutral,3
50.12944009914601,7.408946799931309,11.595917393023132,Cool,4
55.879224488945695,15.671088671071589,9.363701712471617,Neutral,5
47.32860368896069,6.829736747955097,27.32727404641639,Warm,4
31.360813241217464,16.81732534790229,9.799815405229264,Neutral,1
76.74869171628258,6.8227467817941445,23.621804412009645,Neutral,9
30.696756190799967,20.91585338872202,31.347504158886437,Warm,1
67.99472313864675,18.762353184127004,26.55664111915445,Neutral,7
74.42396703705796,22.66699402044208,23.42616726823308,Neutral,9
35.19786251929077,6.482108451497341,21.082525867160292,Cool,1
74.99862610826091,14.14047904385251,26.849156950255136,Neutral,9
50.20275958604574,24.74672317159092,33.83145171501245,Cool,4
49.386905626534976,19.042149082275852,29.065741510462107,Cool,4
43.160090300714714,7.022453522455805,26.053366937959638,Warm,3
33.00423026801439,5.67352807748928,10.531966208939444,Cool,1
37.9447586753401,19.124844543129925,28.776309196182297,Warm,2
58.027019638468694,17.338538367514843,16.536214834372263,Warm,6
40.163465427634236,20.83158087451697,12.68108707295838,Warm,2
