L,a,b,Undertone,MST_Class,normal_pct,oily_pct,dry_pct
67.1903037266169,8.115465211603404,14.475138709577935,Cool,7,24.65,72.87,2.48
65.79254584283947,20.663228618473944,22.27372830771044,Cool,7,30.86,54.97,14.17
45.51424758531397,14.521134043021236,17.928129719443668,Neutral,3,59.46,26.06,14.48
32.72737450810651,22.547461438559107,9.220904092867114,Warm,1,16.33,58.23,25.44
58.66187908722142,23.810746022058957,17.000931629147196,Neutral,6,31.27,30.3,38.43
60.38357936634243,24.62515154782554,20.12511988164165,Cool,6,57.21,27.89,14.9
36.75381369214335,22.7825584788002,33.68901029290348,Cool,2,31.82,44.05,24.13
35.64388993995633,14.314511553349952,28.630580837629743,Neutral,2,62.3,10.66,27.04
43.47831282790619,23.12708770189472,11.629196277352303,Warm,3,43.18,6.91,49.91
52.99952192817147,10.248321633924288,10.319580481476152,Neutral,5,16.7,75.97,7.33
32.17342308136835,15.105047448957142,23.844710186563734,Warm,1,24.98,42.81,32.21
83.97302573732892,13.255166405547868,32.63977388397022,Neutral,10,28.66,64.13,7.21
55.83737213617724,16.53762402622417,12.990636744569674,Cool,5,34.51,36.24,29.25
78.33967189207644,10.987911767433625,29.788068253867827,Warm,9,30.52,17.48,52.0
58.88276025058919,20.450451835250888,9.08878147246567,Neutral,6,60.36,28.6,11.04
41.95022095787058,7.3078928435783475,29.6712884335291,Cool,3,34.86,30.85,34.29
71.80414710316096,11.690225774838645,31.564353668285456,Warm,8,45.46,17.61,36.93
66.39549343861603,8.548575389394138,12.974070659426705,Warm,7,42.68,40.22,17.1
73.04234018306474,16.050019348157782,32.79751366792603,Warm,8,58.2,27.08,14.72
56.43688028611036,8.61150690254667,18.59732602298049,Warm,5,54.14,25.52,20.34
41.62699235041672,15.62709263136296,31.008900508600583,Warm,3,39.67,11.33,49.0
37.58451230132938,17.990178594148947,8.81280454970561,Cool,2,42.46,39.4,18.14
52.107043866937694,13.226079441324623,25.51666542630342,Cool,5,58.13,20.6,21.27
47.74463725325449,12.918744523918996,26.76373422226229,Cool,4,78.5,10.48,11.02
67.38269095596267,17.910687128210444,30.611758029706916,Cool,7,27.16,23.05,49.79
71.21323232166617,20.700330876741138,23.124540953469733,Warm,8,44.88,30.55,24.57
63.28797860109152,20.878702669037025,13.529665044517657,Cool,7,57.98,14.55,27.47
64.00430032461269,5.985993248183399,20.985423418276195,Neutral,7,48.02,28.05,23.93
61.63168408764177,23.168750957445297,32.65656096898265,Neutral,6,23.79,21.05,55.16
74.64204323632902,10.722700849166287,34.077590057804755,Cool,9,18.14,72.5,9.36
34.715339716144896,18.173872632378902,12.779283075472163,Warm,1,13.07,29.01,57.92
60.818067712625925,15.345381128832187,20.070499682773487,Warm,6,69.19,7.41,23.4
51.64983333052341,13.655341634163872,33.43900727122024,Neutral,4,10.33,52.91,36.76
68.83660783723019,15.32495646400121,17.447177518479762,Neutral,8,25.97,53.97,20.06
53.26937325036704,24.19184295218468,25.322651393571647,Neutral,5,60.65,19.36,19.99
57.15268652576942,5.921383393509352,19.865565107677934,Neutral,5,31.05,40.54,28.41
71.36988601500336,6.321106156443202,10.52610398663306,Cool,8,45.64,4.65,49.71
73.88188612546786,5.798959465721887,34.89806131220524,Cool,8,43.78,13.1,43.12
72.07157538908547,6.772094279393581,19.79888891297176,Warm,8,49.65,19.66,30.69
74.23825401277958,24.51203838313305,30.759528026317323,Cool,9,74.82,4.23,20.95
32.585795431577495,8.479547990436071,10.16171186828207,Neutral,1,43.49,51.7,4.81
34.272607415662016,11.816070805060356,11.233577559119784,Warm,1,29.55,63.71,6.74
65.35221213609529,5.514848194944324,18.96421757911381,Neutral,7,46.45,40.23,13.32
49.9528865576892,18.84708612308828,15.569038318888136,Cool,4,37.36,47.03,15.61
55.76302440908906,7.200354422550872,8.344666515983228,Neutral,5,41.78,40.77,17.45
72.5601615295335,9.4298709771928,19.95868064713301,Neutral,8,73.61,17.19,9.2
45.069480345069046,9.6721550209982,12.307706363056084,Warm,3,50.91,25.62,23.47
54.55403601613362,12.83821125887818,31.84838723850804,Cool,5,57.38,31.21,11.41
48.7942733014732,19.22243634030572,21.10190131197551,Neutral,4,54.65,24.76,20.59
46.515579969224056,9.59987507926481,33.39360672774387,Cool,4,60.9,17.62,21.48
73.0599190541408,7.665685161643463,28.577499752158765,Cool,8,37.52,37.92,24.56
49.41698639312877,21.64268355915484,9.06227559804976,Warm,4,57.18,27.21,15.61
65.23866562789556,14.144608392390888,24.431433015697305,Neutral,7,41.71,18.27,40.02
48.94555081892338,12.89614565756512,10.105834393054046,Neutral,4,60.4,5.86,33.74
39.67759185614175,6.151175200332886,19.08071432872086,Warm,2,37.95,24.3,37.75
58.00272445861906,13.934529374052811,9.549579779583386,Cool,6,41.81,37.7,20.49
37.905114368723005,8.138052482922403,31.186114150298664,Neutral,2,28.28,43.94,27.78
39.93783426530973,15.444865201096087,17.670393386886694,Warm,2,54.13,12.56,33.31
70.34417378727147,21.0997799936154,33.33423009810903,Warm,8,15.4,33.53,51.07
60.19376066247071,23.761282791362625,10.686356059570045,Cool,6,22.26,27.74,50.0
39.11629024643479,16.45214465764045,34.1380622991698,Cool,2,57.33,12.61,30.06
75.83552919950404,9.936477384038046,33.66239760553299,Warm,9,59.43,25.99,14.58
77.5888870021959,11.03173739747103,32.23337281609627,Cool,9,54.4,16.42,29.18
51.7865927419904,6.78822004624519,27.418448013351124,Warm,4,42.08,37.24,20.68
38.419157963542446,13.67703298475946,17.33301664974431,Warm,2,44.22,15.51,40.27
61.75503457634587,6.114817071748835,11.405113704136085,Cool,6,71.8,5.87,22.33
71.3722443689447,12.82184488296441,18.153128359947225,Neutral,8,25.48,46.33,28.19
66.96206843072798,24.191532886420667,20.14297574616458,Warm,7,9.88,8.84,81.28
75.69939928389628,22.608438057472096,34.633178499038,Neutral,9,33.0,57.19,9.81
41.38302201626925,22.6250136336378,10.325134983672092,Neutral,3,34.31,40.11,25.58
46.37373109989952,17.524406432628307,26.04174556098544,Warm,3,66.1,15.2,18.7
38.09492683354728,5.556821025251725,25.97566148716492,Neutral,2,27.6,57.51,14.89
35.61810178271044,10.888977841391714,26.85036627853312,Warm,2,37.3,59.81,2.89
58.04844543093192,13.427140045541403,20.212593681994104,Warm,6,69.12,23.95,6.93
49.47144992524992,18.447676865834072,12.088672487989008,Cool,4,43.97,43.06,12.97
73.26381909897466,8.135208573032786,14.326776772564225,Cool,8,37.83,50.44,11.73
77.8027110485014,18.83011091627189,27.87955726715238,Neutral,9,29.44,32.78,37.78
49.66971371077497,7.519103927587166,27.4957837335022,Cool,4,64.86,19.54,15.6
79.43304057662819,7.185284206192428,15.84362165312835,Warm,9,62.26,14.63,23.11
72.89014594730051,21.68649591498797,25.09582422218585,Cool,8,37.96,48.39,13.65
38.30056784624658,14.09528685105322,24.509517503092844,Cool,2,22.35,46.58,31.07
37.67907946022892,13.721409604386253,11.556157450571588,Neutral,2,19.28,65.79,14.93
81.27697245380399,16.38994517037152,22.634413058952603,Cool,10,49.11,24.32,26.57
82.37894442673858,12.75297610911294,13.025669239340395,Warm,10,24.36,17.66,57.98
80.20699819019586,23.52765213460173,33.8642212685328,Warm,10,89.81,2.85,7.34
84.42694477641915,6.161839041606996,34.59117687458685,Warm,10,18.28,36.74,44.98
47.48437309498488,10.562872808978216,18.875209419255363,Neutral,4,70.69,10.4,18.91
45.54489781731135,20.84382389603352,21.81610107209692,Cool,3,57.68,22.36,19.96
77.63438560633071,23.61344511124797,9.891854784472116,Cool,9,25.45,43.88,30.67
76.42527700853269,10.149584329849386,34.03753731897164,Cool,9,45.36,43.94,10.7
83.54924774001286,15.317238054246562,18.616270427753904,Warm,10,33.48,60.24,6.28
45.275860148212,18.757714446016266,16.314108422962157,Warm,3,42.49,1.85,55.66
40.88933518305359,24.720021276457416,15.793024937486903,Warm,2,31.58,37.74,30.68
78.3653303677818,22.35404195838478,33.40027319933045,Cool,9,55.02,39.51,5.47
39.72757230178032,9.353347991610722,20.377648451548826,Cool,2,54.15,26.39,19.46
46.57502099639281,18.785586424516744,26.73431024286665,Neutral,4,37.64,45.85,16.51
65.68579951770654,22.94596991499477,22.159781338159235,Neutral,7,51.93,25.87,22.2
47.13727187802542,10.94574408562653,29.970530280500142,Cool,4,86.17,4.49,9.34
57.55501577049573,6.488568368770313,26.977393989352738,Neutral,6,65.6,16.28,18.12
70.39670353896501,17.7031397772787,17.15218800666618,Neutral,8,18.97,13.69,67.34
39.42309895639566,23.49317219164493,10.420610243363331,Neutral,2,54.7,29.48,15.82
54.0077529065048,20.16526391858045,21.423718628227537,Warm,5,38.69,48.99,12.32
33.819956488349426,8.983137951941341,32.12476922761958,Neutral,1,24.8,49.0,26.2
53.06001733520631,15.680722264093133,10.68639810687723,Neutral,5,38.49,54.22,7.29
44.68421033781993,8.132256297852997,30.828791892695133,Neutral,3,34.62,35.38,30.0
46.65947605432811,18.9484053449368,26.764510925416648,Warm,4,41.61,32.81,25.58
82.16025355506387,11.233058333092975,19.26933942861278,Cool,10,57.14,32.46,10.4
84.4224951885572,11.738438261534911,24.45502302783653,Neutral,10,52.51,17.74,29.75
73.62267058156903,9.932072699560493,26.999894049984377,Warm,8,66.7,16.05,17.25
36.11111822032028,12.711050029833386,16.964018957177338,Neutral,2,32.15,56.74,11.11
48.07709460723011,24.898156452928703,21.140061418466978,Warm,4,59.35,19.8,20.85
78.64733354709799,13.760881518107675,31.409313386586213,Cool,9,45.69,18.43,35.88
33.869124415727335,6.682136122299949,33.093151706444814,Warm,1,26.17,57.99,15.84
63.56069210565576,7.33608215467904,16.98965666798408,Neutral,7,69.85,14.19,15.96
60.98247785112911,11.274062495143124,15.70055667237118,Cool,6,35.07,22.48,42.45
81.90306103343246,10.75868188186438,21.280650905442243,Neutral,10,39.53,42.36,18.11
67.42076705255718,12.139648589373277,29.64968454822576,Cool,7,22.95,41.53,35.52
73.40891580339493,18.415300508860717,21.986414420530032,Cool,8,63.51,17.36,19.13
36.42276222475972,16.67312223701744,18.365062977076708,Warm,2,18.03,38.24,43.73
62.54453807889872,20.49307062362364,26.063603107885925,Warm,6,33.35,19.05,47.6
80.45749381435526,9.657171137521884,10.88978662369803,Cool,10,49.42,42.5,8.08
46.376366136770685,17.018240113181722,14.122860883630434,Cool,3,33.14,32.85,34.01
42.0329547113106,8.465886401416915,19.811822894640684,Warm,3,49.27,17.21,33.52
69.65463894262594,12.156823172830665,12.63616970228958,Neutral,8,69.0,10.99,20.01
54.48012323826838,13.914596418057384,13.611243719388566,Neutral,5,71.07,8.19,20.74
68.59380809067832,14.229549292494683,20.52617714058508,Warm,8,53.3,19.54,27.16
81.15316404455942,21.96835452861022,8.117708658827672,Neutral,10,39.22,22.29,38.49
58.37268251242187,15.596181141401082,14.88735500537775,Neutral,6,53.82,20.29,25.89
61.458214311514354,18.51173547134877,31.072779616458867,Cool,6,51.4,18.74,29.86
79.8250046031967,22.669295259721213,8.211722950841754,Warm,10,23.45,22.62,53.93
70.16005190509244,10.612711597530316,14.788614109061513,Neutral,8,29.98,45.01,25.01
40.10468126212361,8.124131373732439,27.333349277537906,Cool,2,49.17,19.02,31.81
41.10764281827478,9.353995977144647,31.269783228960407,Neutral,3,59.58,18.89,21.53
70.32770067979303,21.563717386469055,32.72698740115008,Cool,8,34.96,48.43,16.61
61.46263312004337,22.902354814130728,17.436672046344107,Warm,6,21.4,15.27,63.33
60.27850394915104,7.387620226763936,29.54072639620896,Cool,6,15.81,45.12,39.07
50.83943421062965,20.89619097499859,25.76182322428197,Warm,4,52.18,19.22,28.6
69.57628574594153,22.26982900925637,27.72389565871082,Neutral,8,40.48,6.37,53.15
70.09275733961346,17.821722071643187,25.01050437670834,Cool,8,39.66,28.27,32.07
73.5009440418719,24.86327477866957,31.24723817531637,Neutral,8,53.86,19.01,27.13
33.41902743812913,6.423772969204579,24.69287883131799,Warm,1,19.43,59.65,20.92
44.05094983105101,12.018300251041572,34.17570169843496,Warm,3,55.25,37.48,7.27
43.50627085744996,12.485415915122406,21.705480224480286,Warm,3,40.03,1.75,58.22
50.54213782187912,9.93930824934125,16.034409343902016,Neutral,4,59.71,12.28,28.01
46.56503852425816,11.11487914894582,29.53287922300512,Cool,4,57.44,12.39,30.17
62.28630800791654,13.6738866264076,26.921827286046987,Cool,6,54.11,27.29,18.6
68.80337256673683,8.17816335338707,8.93609720161505,Warm,8,36.24,35.89,27.87
34.16779164134569,14.3261951228034,14.277661789611445,Cool,1,33.51,37.92,28.57
81.6659186510169,8.766050498342128,32.50955357855482,Cool,10,40.43,14.09,45.48
52.44549370801855,24.679552959196563,29.54096851918313,Warm,5,39.27,40.97,19.76
39.62601595947837,14.701893199590804,28.500897686798787,Cool,2,69.59,20.33,10.08
60.12018777011566,18.95980942995585,34.683077108866044,Neutral,6,36.02,44.97,19.01
57.92678431520276,10.31200085177412,12.851443939496534,Warm,6,62.19,21.64,16.17
66.74338188151333,11.488764572701324,19.083630176405627,Neutral,7,63.29,29.93,6.78
80.69144440739788,20.506923008062717,17.642271301113574,Warm,10,22.8,54.15,23.05
54.301091338927705,18.84553129035705,13.41416762090909,Warm,5,48.32,35.29,16.39
31.253315062660345,17.19394850305232,33.25808186524239,Cool,1,45.02,4.03,50.95
78.52402924403152,21.64782083403816,20.408200392649093,Cool,9,55.98,23.82,20.2
40.3784279653904,17.984206042321272,24.0822459964118,Warm,2,28.58,40.12,31.3
68.05409657086622,14.507181353617373,17.850088600312134,Neutral,7,9.6,60.98,29.42
71.88465238618471,10.844979134787758,30.286877185212976,Cool,8,16.78,57.83,25.39
49.85495328672517,6.387881718083667,28.619691272458653,Cool,4,60.86,30.53,8.61
38.10325900167928,22.648823826951634,31.35486435760996,Neutral,2,25.86,35.8,38.34
30.94361214027036,22.46722235682876,12.814950835561842,Neutral,1,22.57,13.58,63.85
61.14642376601602,20.384462956762672,14.982762541977047,Warm,6,56.98,24.03,18.99
33.87835895460369,17.30857830065853,33.10788760493295,Neutral,1,37.37,40.19,22.44
38.45605652168099,21.490341395998584,31.068786859793367,Neutral,2,35.14,16.98,47.88
63.027637285354295,15.913919376260516,33.587526780735544,Cool,7,36.81,53.37,9.82
48.7432894547879,8.868706859129652,18.45640910847072,Cool,4,17.05,53.5,29.45
44.991910215895096,23.24415142498364,22.60233072723157,Neutral,3,29.07,57.92,13.01
73.40433480369899,13.142129782512551,34.49180159258195,Warm,8,36.6,27.7,35.7
42.94655138813391,12.119453573025233,20.396665418433056,Warm,3,24.4,32.27,43.33
30.97577389477919,12.51165905279888,34.90919460099545,Warm,1,50.89,18.87,30.24
53.2807077127797,8.215197920966164,22.341577256027865,Warm,5,17.05,19.92,63.03
76.49259881585759,21.699475713659247,18.214521393462007,Cool,9,27.29,19.24,53.47
35.260646819881266,10.360943747572756,30.24110047163209,Neutral,1,51.06,32.84,16.1
49.71327735526823,18.52967499041209,33.270305702711106,Cool,4,48.94,25.75,25.31
60.64781271546098,21.392497390952897,17.080731645299004,Cool,6,74.16,15.01,10.83
72.59343369153099,5.286305553341199,29.414857597911965,Warm,8,51.22,22.82,25.96
72.02557205020821,13.3751798096531,13.500369618496997,Neutral,8,58.9,16.26,24.84
45.08292756428568,15.977456030851997,26.10172701251677,Cool,3,26.48,11.9,61.62
45.70448950162582,13.918054127534967,26.26586141598565,Warm,3,28.62,23.71,47.67
44.57673124081441,21.13669478534528,18.18667240382481,Warm,3,50.63,8.36,41.01
38.67845898419032,16.8498695835281,20.410084367624428,Neutral,2,33.88,45.79,20.33
35.60881570519221,21.427767258013887,11.976440215906456,Cool,2,66.24,16.57,17.19
43.3081911386449,14.483476581746505,11.457237651859856,Warm,3,33.11,27.59,39.3
46.093659609371976,14.999179839295769,14.0657497363277,Cool,3,42.74,6.52,50.74
74.74685696311624,12.245869800004098,20.812406190805905,Cool,9,49.09,28.88,22.03
64.96956195824171,23.88189571860729,24.457269763359715,Neutral,7,61.94,26.61,11.45
47.08908108995081,21.131222957229,26.510262755182225,Warm,4,17.54,54.13,28.33
66.22871749089924,10.04482040346723,16.55256528082322,Warm,7,78.84,12.79,8.37
41.06827477251909,24.361316241015174,31.34579089016978,Cool,3,48.91,15.4,35.69
67.48631189611888,17.493271377085275,12.447071542671988,Warm,7,26.2,5.88,67.92
66.68835026527506,18.26621419008004,26.92963485883529,Cool,7,57.46,20.25,22.29
65.09099311392671,13.577748627004212,9.106412000747042,Neutral,7,54.61,37.05,8.34
72.86376997662508,10.52339115641799,9.051109009793022,Warm,8,24.24,56.65,19.11
45.78887989635887,7.631306132787092,31.511523653129053,Neutral,3,57.79,20.71,21.5
77.1294889827694,10.620089978174272,8.3267841529549,Warm,9,26.79,33.71,39.5
39.34706780621738,21.53735694346724,22.974753262700915,Neutral,2,68.86,20.56,10.58
75.13104151986333,11.847902465917192,26.070243877272546,Cool,9,27.15,16.81,56.04
33.77673443738046,13.25235353822853,16.696137470745814,Warm,1,43.92,24.17,31.91
57.44612705560802,17.41831035534954,19.981255921223426,Warm,5,58.17,26.16,15.67
31.057379184647168,21.742392556613044,24.42462650020984,Cool,1,45.2,27.57,27.23
55.32603594641604,22.28716499679274,18.696662673449893,Warm,5,66.22,26.25,7.53
83.14831038959669,19.077141832686625,31.085815443738248,Warm,10,36.04,28.92,35.04
64.00366187625417,9.598367417232652,34.072635718693135,Neutral,7,65.07,31.41,3.52
40.517093916262105,22.80819034438657,18.983729625696537,Cool,2,22.28,50.22,27.5
52.383665865109045,9.030567560126258,24.083355252361297,Cool,5,56.32,24.49,19.19
32.615496435074874,15.99057764647471,34.52422265653237,Warm,1,38.27,32.71,29.02
32.82810908623877,14.478424402322055,21.21986047535661,Cool,1,84.35,7.26,8.39
69.96019933521616,24.004224117308603,13.164807230805888,Neutral,8,30.34,32.32,37.34
82.16743905818699,15.592890540702667,33.19405697155364,Neutral,10,62.12,2.05,35.83
74.75356206580938,23.91430216882049,28.83957295121297,Cool,9,44.56,21.85,33.59
64.35850750621847,20.385011184831733,12.129466034836506,Neutral,7,66.15,18.94,14.91
42.788139673132505,24.60010926393634,14.803951984389936,Neutral,3,65.29,19.98,14.73
30.487061575376224,22.771985608743048,19.285149716374956,Neutral,1,21.94,43.49,34.57
65.95632644467777,6.557130392175392,19.818354273205617,Cool,7,21.07,68.1,10.83
62.35579408484646,24.041248932780054,19.48865280033976,Cool,6,43.8,37.3,18.9
35.80103019450806,22.754083655166,18.742101174235025,Warm,2,35.1,25.47,39.43
32.3224291889658,7.806490363870299,28.024319199573146,Cool,1,42.98,29.63,27.39
61.027898995157166,22.73849800418539,29.54368230962914,Warm,6,35.94,36.65,27.41
40.461474258557885,10.377230899580132,29.333547090604924,Neutral,2,68.35,12.77,18.88
59.43126006447692,5.6164923739874055,25.33966019907283,Neutral,6,40.89,41.77,17.34
66.3136143835589,7.425297867182734,26.50954275519083,Neutral,7,39.29,39.59,21.12
76.61911505125103,7.725011301839557,21.387125761510557,Neutral,9,59.31,22.48,18.21
53.952642733753336,13.18668012630086,19.760749499949192,Warm,5,17.32,42.29,40.39
82.87484408318286,11.074700924501988,10.360253812519264,Cool,10,63.58,14.99,21.43
31.154692005974493,6.37427355447922,21.17152660068834,Cool,1,37.8,28.57,33.63
56.45686809298319,12.128094716993294,21.0911859723348,Neutral,5,52.15,8.6,39.25
63.27148800880241,17.74402953616561,34.2441439000515,Warm,7,23.93,52.74,23.33
36.51031459063138,15.141192934774368,15.523362704105985,Cool,2,22.47,56.81,20.72
40.85171726775002,18.923122902758504,30.294195692138008,Cool,2,62.22,27.85,9.93
84.78787660616406,19.198661468684925,12.432994029521687,Neutral,10,29.18,9.88,60.94
36.8841077489523,18.239378895877373,31.59993787924,Cool,2,41.54,46.15,12.31
81.90472356386331,5.198476422556713,16.007117629560128,Warm,10,31.62,53.09,15.29
39.50294566141342,24.01214293875112,24.355920122635958,Warm,2,24.41,61.03,14.56
58.24165418739148,6.410712751859132,29.73970872873017,Cool,6,59.86,16.92,23.22
74.61705740169164,10.996010551304716,26.931586262937014,Warm,9,37.93,7.51,54.56
59.05244608987137,8.021157835618006,27.938128649785817,Warm,6,39.72,38.2,22.08
84.24243425104602,7.857519226788234,23.582309823034663,Warm,10,60.23,13.11,26.66
84.74961146658458,21.222475398669417,15.831229362985797,Warm,10,51.02,41.47,7.51
75.22077933215981,7.5222028335725,10.676945031495846,Cool,9,43.44,28.72,27.84
39.11317277852157,22.80010683635133,29.948327246512093,Warm,2,16.29,66.54,17.17
79.09022503719164,21.543162968552465,15.356613968893592,Neutral,9,12.15,47.94,39.91
56.99782883920973,10.196071621283195,12.0052664259764,Warm,5,66.33,25.92,7.75
68.61747691471794,21.88714165479232,9.691636493294572,Warm,8,57.11,16.98,25.91
79.20561954315622,23.31886007908105,13.667106742234925,Neutral,9,66.77,9.95,23.28
60.50382295790117,14.065235450517193,29.40299195608029,Neutral,6,43.54,40.19,16.27
50.56995275003434,21.63036666224447,9.230799264614058,Cool,4,39.62,23.47,36.91
62.72266403327578,12.547263535933016,28.756172546787848,Cool,6,80.57,18.24,1.19
80.73977040312586,8.517805668373242,32.096665536704315,Cool,10,51.21,20.48,28.31
56.85049953441968,22.255415549184512,30.95857812025517,Neutral,5,17.43,22.2,60.37
76.30751109233967,7.857005746016772,13.316994020242566,Warm,9,21.68,46.3,32.02
61.919462868976105,9.200946745841392,18.69867836404296,Neutral,6,52.31,26.32,21.37
62.8558448997826,5.487819862201935,17.354670751124015,Neutral,6,46.85,32.23,20.92
47.72153152634696,18.949429233385672,8.99012852720566,Warm,4,18.99,34.3,46.71
52.88535273454029,23.64056211020035,26.005334953744818,Warm,5,33.92,53.25,12.83
33.725754131148115,6.898358736433394,18.742373981470536,Cool,1,75.71,13.03,11.26
42.23192142682251,10.598677938918858,24.796340906152583,Warm,3,32.07,53.22,14.71
63.11799696690233,22.51809849999789,24.6642441321581,Cool,7,15.32,56.15,28.53
68.08942086326937,5.771831238762677,12.256847723516517,Neutral,7,54.22,14.85,30.93
60.72170811120942,9.27022732621344,21.640582886569234,Warm,6,9.53,55.15,35.32
47.08293281269458,16.5698501645866,29.12549692974527,Cool,4,41.03,44.7,14.27
69.96339300894003,22.19290690705213,17.3690630561294,Cool,8,65.69,17.66,16.65
61.07429817327226,23.18404272412974,20.818763163178584,Cool,6,25.94,42.41,31.65
53.06093404406885,24.75444779472063,34.34836190711654,Warm,5,66.13,7.39,26.48
47.112855305697,13.351615515698567,14.168278015945068,Warm,4,61.65,23.27,15.08
53.80669492596783,6.888377953209619,25.43044889854056,Cool,5,26.89,36.56,36.55
60.43392456629714,16.084530282640333,17.050617279013565,Warm,6,30.68,49.06,20.26
39.66319523984427,24.010071231782696,33.481901249310035,Neutral,2,53.76,31.06,15.18
61.67698539221244,10.82722145675489,24.215746318652677,Cool,6,14.69,38.95,46.36
35.58460647859572,12.921089548709334,28.15420747914208,Neutral,2,60.63,29.32,10.05
63.07875340441637,18.604555584167063,11.098759540468873,Warm,7,59.97,24.15,15.88
84.35222005886317,6.355927916562251,24.44827556761981,Neutral,10,79.22,8.42,12.36
72.142214567093,21.727571548207987,33.0766123725483,Cool,8,28.25,40.12,31.63
69.34028877496682,10.997951859890724,32.64562161101227,Cool,8,38.11,35.18,26.71
43.22535917765262,17.492280962290632,18.25329111882157,Cool,3,58.49,29.07,12.44
68.33941306682954,6.297071889659367,21.84167833491643,Warm,7,30.41,25.05,44.54
30.784186549031396,10.473327698429154,11.17254968573408,Neutral,1,27.16,37.9,34.94
31.51748429419655,8.898855379403196,30.72361741346101,Neutral,1,19.9,49.29,30.81
66.64460798303735,15.933545297946235,14.096317908066986,Cool,7,70.18,16.61,13.21
65.94776486476864,18.67740249818064,10.152306976056694,Cool,7,25.07,12.32,62.61
32.656660191105736,22.80527567781833,18.177499594472504,Warm,1,68.63,16.09,15.28
42.03410545721216,9.186967987681976,30.09573731767085,Neutral,3,38.77,51.01,10.22
63.25640388037176,5.16902992124921,22.3055150019759,Neutral,7,35.17,37.38,27.45
